Mod:Item:MetaData, Localized Name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Blue Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Brown Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Green Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Red Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Black Stained Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Acacia Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.buildToolBlock.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hay Bale
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Clay
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Coal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Packed Ice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eucalyptus Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sakura Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ghostwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hopseed Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Bark
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Root
appliedenergistics2:item.ItemFacade:0, Cable Facade - Eucalyptus Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sakura Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ghostwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bloodwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hopseed Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Maple Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silverbell Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amaranth Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tigerwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Darkwood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fusewood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bloodwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bloodwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tainted Soil
appliedenergistics2:item.ItemFacade:0, Cable Facade - Heat Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Darkwood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fusewood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Obelisk
appliedenergistics2:item.ItemFacade:0, Cable Facade - Maple Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silverbell Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amaranth Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tiger Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crafting Table
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bookshelf
appliedenergistics2:item.ItemFacade:0, Cable Facade - Topiary Grass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bluegrass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Autumnal Grass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mud
appliedenergistics2:item.ItemFacade:0, Cable Facade - Quicksand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dried Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Limestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Limestone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Siltstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Siltstone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shale
appliedenergistics2:item.ItemFacade:0, Cable Facade - Polished Shale
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ash Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Flesh
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ash Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Ice
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mud Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Loamy Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coarse Loamy Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandy Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coarse Sandy Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silty Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Coarse Silty Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sacred Oak Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fir Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ethereal Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magic Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mangrove Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dead Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Giant Flower Stem
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hellbark Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jacaranda Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahogany Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Sand
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hardened Dirt
appliedenergistics2:item.ItemFacade:0, Cable Facade - Biome Essence Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Celestial Crystal
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender Amethyst Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Amethyst
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ruby Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Ruby
appliedenergistics2:item.ItemFacade:0, Cable Facade - Peridot Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Peridot
appliedenergistics2:item.ItemFacade:0, Cable Facade - Topaz Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Topaz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tanzanite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Tanzanite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Malachite Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Malachite
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sapphire Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Sapphire
appliedenergistics2:item.ItemFacade:0, Cable Facade - Amber Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Amber
appliedenergistics2:item.ItemFacade:0, Cable Facade - Crag Rock
appliedenergistics2:item.ItemFacade:0, Cable Facade - Honeycomb Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hive Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Empty Honeycomb Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Filled Honeycomb Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sacred Oak Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fir Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ethereal Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magic Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mangrove Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bamboo Thatching
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hellbark Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jacaranda Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mahogany Wood Planks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sacred Oak Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Cherry Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Dark Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Fir Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ethereal Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magic Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mangrove Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Palm Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Redwood Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Willow Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Pine Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Hellbark Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Jacaranda Wood Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mud Bricks Slab
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ferrous Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shiny Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mana Infused Ore
appliedenergistics2:item.ItemFacade:0, Cable Facade - Copper Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Tin Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Silver Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lead Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ferrous Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Shiny Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Mana Infused Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Electrum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Invar Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Bronze Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Signalum Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Lumium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Enderium Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Angel Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block Update Detector
appliedenergistics2:item.ItemFacade:0, Cable Facade - Edged Stone Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender-infused Obsidian
appliedenergistics2:item.ItemFacade:0, Cable Facade - Burnt Quartz
appliedenergistics2:item.ItemFacade:0, Cable Facade - Frosted Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Border Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - Unstable Ingot Block
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gravel Bricks
appliedenergistics2:item.ItemFacade:0, Cable Facade - Border Stone (Alternate)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Magical Wood
appliedenergistics2:item.ItemFacade:0, Cable Facade - Sandy Glass
appliedenergistics2:item.ItemFacade:0, Cable Facade - Gravel Road
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender Core
appliedenergistics2:item.ItemFacade:0, Cable Facade - Diamond-Etched Computational Matrix
appliedenergistics2:item.ItemFacade:0, Cable Facade - Ender-Sand Alloy
appliedenergistics2:item.ItemFacade:0, Cable Facade - Carved 'Eminence' Stone
appliedenergistics2:item.ItemFacade:0, Cable Facade - tile.extrautils:pureLove.name
appliedenergistics2:item.ItemFacade:0, Cable Facade - Block of Bedrockium
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone Bricks (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Oak Wood Planks (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Klostein (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Klostein (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Klostein (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Klostein (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Klostein (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Klostein (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Klostein (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Klostein (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Klostein (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Klostein (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Klostein (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Klostein (Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Klostein (Brown Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Klostein (Green Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Klostein (Red Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Klostein (Black Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (White Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Orange Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Magenta Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Light Blue Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Yellow Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Lime Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Pink Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Light Gray Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Cyan Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Purple Frequency)
appliedenergistics2:item.ItemFacade:0, Cable Facade - Colored Stone (Blue Frequency)
